glycan,circulatory_system,digestive_system,endocrine_system,immune_system,integumentary_system,lymphatic_system,muscular_system,nervous_system,other,reproductive_system,respiratory_system,sensory_system,skeletal_system,urinary_system
Neu5Gc(a2-?)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-?)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Neu5Gc(a2-?)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-?)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neu5Gc(a2-?)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neu5Gc(a2-?)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-?)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neu5Gc(a2-?)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neu5Gc(a2-?)Neu5Gc(a2-?)Gal(b1-4)Glc1Cer,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Neu5Gc8Me(a2-3)Gal(b1-4)Glc1Cer,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Neu5Gc8Me(a2-3)GalNAc(b1-3)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neu5Gc8Me(a2-3)[Neu5Gc8Me(a2-6)]Gal(b1-4)Glc1Cer,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Neu5Gc8Me(a2-3)[Neu5Gc8Me(a2-6)]GalNAc(b1-3)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neu5Gc8Me(a2-6)GalNAc(b1-3)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neu5Gc8S(a2-3)Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neu5Gc8S(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neu5Gc9Ac(a2-3)Gal(b1-4)Glc1Cer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neu5Gc9Ac(a2-8)Neu5Gc(a2-3)Gal(b1-4)Glc1Cer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neu5GcOAc(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Neu5GcOLac(a2-3)Gal(b1-3)[GlcNAc(b1-6)]GalNAc,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pen(?1-?)HexNAc(?1-?)HexA(?1-?)HexNAc-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Xyl(a1-3)Glc-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Xyl(a1-3)Xyl(a1-3)Glc-ol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Xyl(b1-2)[Man(a1-3)]Man(b1-4)Glc1Cer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1,0,0,0,1,1,0,0,0,0,1,0,0,0
Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Hex(?1-?)]GlcNAc,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Hex(?1-3)][Hex(?1-6)]GlcNAc,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Hex(?1-?)]GlcNAc,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Xyl(b1-2)[ManOMe(a1-3)][ManOMe(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Xyl(b1-3)Xyl(b1-3)Glc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Xyl1Cer,0,0,0,0,0,0,0,1,0,0,0,0,0,0
{Fuc(a1-2)}Gal(b1-4)[Neu5Ac(a2-6)]GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-2)}{Fuc(a1-2)}{Fuc(a1-2)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-2)}{Fuc(a1-2)}{Fuc(a1-2)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-2)}{Fuc(a1-2)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-2)}{Fuc(a1-2)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-3)}Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,1,0,0,0,0,0,0
{Fuc(a1-3)}Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,1,0,0,0,0,0,0
{Fuc(a1-3)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-3)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-3)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-3)}Neu5Gc(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,1,0,0,0,0,0,0
{Fuc(a1-3)}Neu5Gc(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-3)}{Fuc(a1-3)}{Gal(b1-4)}{Gal(b1-4)}GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,1,0,0,1,0,0,0,0,0,0
{Fuc(a1-3)}{Gal(b1-4)}{Gal(b1-4)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,1,0,0,1,0,0,0,0,0,0
{Fuc(a1-3)}{Neu5Ac(a2-?)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Fuc(a1-?)[Gal(?1-?)]HexNAc(?1-?)Gal(b1-4)GlcNAc(b1-6)[Gal(a1-?)HexNAc(?1-?)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Fuc(a1-?)[Gal(?1-?)]HexNAc(?1-?)Gal(b1-4)GlcNAc(b1-6)[HexNAc(?1-?)Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(?1-3)[Gal(?1-6)]GalNAc,0,0,0,0,0,0,0,0,0,0,1,0,0,0
{Fuc(a1-?)}Gal(?1-?)Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(a1-4)[GalNAc(?1-?)]Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,1,0,0,0,0,0,0,0,1,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,1,0,0,0,1,1,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc6S(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-?)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}GalOS(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}GalOS(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc6S(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}HexNAc(?1-?)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-?)Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]Gal(b1-4)Glc-ol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1,1,0,1,0,1,0,1,0,1,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1,0,0,0,1,1,0,1,0,1,0,0,0,1
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1,0,0,0,0,1,0,1,0,0,0,0,0,1
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,1,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1,1,0,0,0,0,0,1,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-?)]GlcNAc,0,0,0,0,0,1,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,1,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,1,0,0,0,1,0,1,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,1,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1,1,0,0,0,0,0,1,0,1,0,0,0,1
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,1
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1,0,0,0,0,1,0,1,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)]Man(b1-4)[Fuc(a1-6)]GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,1
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,1,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)][GlcNAc(b1-4)]Man(b1-4)[Fuc(a1-6)]GlcNAc(b1-4)GlcNAc,0,0,0,0,0,0,0,0,0,0,0,0,0,1
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)[Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Gal(b1-4)GlcNAc(b1-?)[GlcNAc(b1-?)]Man(a1-?)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,1,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,1,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-?)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,1,0,0,0,0,0,0,0,0
{Fuc(a1-?)}Neu5Ac(a2-?)Gal(b1-?)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-?)Gal(b1-4)GlcNAc(b1-?)]Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0,0,0,0,0,1,0,0,0,0,0,0,0,0
